Date,Open,High,Low,Close,Adj Close,Volume
6/9/2010,239.415009,252.407227,237.808197,249.790421,235.508972,13788338
6/10/2010,252.499054,263.425385,248.918152,261.864471,246.892731,12662014
6/11/2010,268.108093,268.108093,249.514969,251.12178,236.764252,10899681
6/14/2010,253.463135,255.069946,243.5009,247.081802,232.9552,9317570
6/15/2010,246.071808,250.1577,243.363174,247.49498,233.344803,6759173
6/16/2010,250.662689,250.662689,242.858185,244.373169,230.401443,6067074
6/17/2010,244.327271,247.449066,241.848175,245.245438,231.223862,5352155
6/18/2010,244.464996,247.908157,242.399094,243.271362,229.36264,5919324
6/21/2010,244.235443,246.071808,242.720459,243.179535,229.276077,6812560
6/22/2010,243.317261,245.429077,240.103638,240.562729,226.808884,4922565
6/23/2010,240.562729,244.143631,238.864105,242.444992,228.583511,4296417
6/24/2010,241.572723,244.235443,240.746368,241.710449,227.890991,8133728
6/25/2010,241.389099,244.143631,240.654556,241.526825,227.717819,5809803
6/28/2010,242.399094,244.924088,242.261368,243.68454,229.752197,5394922
6/29/2010,244.235443,245.153625,242.031815,244.051804,230.098495,3505807
6/30/2010,242.444992,243.776352,239.231369,241.297272,227.501434,6878147
7/1/2010,241.480911,244.464996,239.736374,243.363174,229.449188,8125522
7/2/2010,243.776352,244.097717,241.572723,243.041809,229.146194,2414242
7/5/2010,243.68454,246.025894,241.618637,245.566803,231.52681,3720261
7/6/2010,246.071808,250.019974,245.153625,249.331329,235.076157,11307502
7/7/2010,248.82634,256.539032,248.82634,253.554962,239.058289,10579489
7/8/2010,256.401306,259.385376,254.656769,257.962219,243.213547,6092642
7/9/2010,258.9263,285.094391,258.9263,283.395752,267.192993,51257512
7/12/2010,283.166199,287.11438,279.447601,280.687134,264.639221,15896888
7/13/2010,279.952576,281.559387,273.341705,275.315796,259.574982,10496754
7/14/2010,278.208038,282.615295,274.259888,276.922607,261.089966,11416019
7/15/2010,278.208038,279.585327,272.056244,273.617157,257.973511,4044442
7/16/2010,269.026276,275.453522,269.026276,274.030334,258.362976,3327404
7/19/2010,271.780792,277.84079,270.587158,273.158051,257.540588,5030292
7/20/2010,275.315796,276.142151,271.321716,273.295807,257.670471,2552214
7/21/2010,274.213959,274.535339,270.036255,270.86261,255.376373,2349272
7/22/2010,270.219879,278.208038,268.108093,277.381683,261.522736,3833962
7/23/2010,279.539398,290.603455,277.289856,288.124359,271.651276,11219194
7/26/2010,288.308014,295.515717,284.313934,294.184357,277.364807,10213442
7/27/2010,295.837067,297.857056,291.200256,296.250244,279.312531,7253293
7/28/2010,297.030701,297.030701,292.990723,295.653442,278.749786,2755485
7/29/2010,294.73526,295.561615,289.685272,290.970734,274.33493,3281642
7/30/2010,289.226196,293.72525,280.13623,281.697113,265.591492,8346452
8/2/2010,282.79895,293.817078,282.79895,292.026642,275.330383,8904531
8/3/2010,293.633453,302.815216,291.383911,301.575684,284.333527,9653161
8/4/2010,302.080688,302.998871,295.240265,296.709351,279.745422,4224114
8/5/2010,297.030701,302.080688,296.892975,298.04071,281.00061,4838174
8/6/2010,297.489807,300.106598,294.046631,296.938873,279.961792,2468188
8/9/2010,295.607513,302.815216,292.164368,301.529785,284.290192,6482115
8/10/2010,302.080688,302.631592,297.030701,298.867065,281.779694,4507140
8/11/2010,294.918884,308.278381,289.960724,294.413879,277.581177,12279300
8/12/2010,291.292084,296.571625,289.455719,290.970734,274.33493,5709876
8/13/2010,291.980713,296.479797,289.226196,291.016632,274.378174,3672154
8/16/2010,291.980713,294.872986,287.11438,292.669342,275.936371,3044673
8/17/2010,291.521637,294.73526,288.583466,290.236176,273.642303,4263917
8/18/2010,291.246185,293.174347,286.701202,289.409821,273.729156,4024470
8/19/2010,290.190277,291.842987,287.665283,288.950745,273.294891,3416314
8/20/2010,286.471649,288.124359,282.890747,284.910736,269.473816,2754900
8/23/2010,286.471649,294.000702,285.186188,291.383911,275.596283,4232549
8/24/2010,291.797089,298.775238,290.924805,296.755249,280.676605,6839835
8/25/2010,295.469788,297.994781,288.308014,291.016632,275.248901,4599985
8/26/2010,291.980713,297.39798,288.904816,295.240265,279.243683,5154324
8/27/2010,294.73526,297.948883,289.226196,290.236176,274.510773,4464586
8/30/2010,293.72525,299.647522,293.036621,296.38797,280.329224,4500059
8/31/2010,296.571625,301.437958,289.455719,300.565674,284.280579,6192423
9/1/2010,302.080688,311.997009,301.897034,310.022919,293.225403,8631729
9/2/2010,312.088837,313.190643,305.845215,306.763397,290.142548,3734655
9/3/2010,307.773376,313.466095,307.589752,311.492004,294.614838,3825197
9/6/2010,312.180634,316.541992,310.344299,315.30246,298.218933,4448343
9/7/2010,317.5979,318.883362,313.190643,315.440186,298.349213,4218594
9/8/2010,313.098816,324.759674,310.344299,323.198792,305.687408,6285106
9/9/2010,325.035156,328.661957,319.25061,321.454254,304.037384,5964000
9/13/2010,325.402405,325.90741,318.745636,320.26062,302.908417,5593551
9/14/2010,322.418335,330.085114,316.863342,327.284668,309.55188,6790112
9/15/2010,325.035156,331.462402,321.454254,327.055145,309.334808,5102246
9/16/2010,326.045135,330.54422,317.322449,319.112885,301.822815,7010326
9/17/2010,320.536072,330.54422,320.536072,329.488312,311.636108,8985310
9/20/2010,329.626038,342.48053,329.626038,336.007385,317.802063,10426886
9/21/2010,336.145111,340.506439,333.344666,335.640106,317.45462,6425622
9/22/2010,339.588257,344.316895,329.350586,333.069214,315.023041,5180077
9/23/2010,334.308746,335.043274,325.126953,326.412415,308.726898,2702519
9/24/2010,326.045135,339.129181,324.162872,338.027374,319.712524,8915459
9/27/2010,339.81781,345.602325,335.364655,342.618256,324.054657,7072749
9/28/2010,340.690094,346.10733,339.725983,342.710083,324.14151,3995107
9/29/2010,344.316895,345.877777,332.380585,333.666016,315.587463,3433486
9/30/2010,328.983307,339.725983,328.340576,336.328735,318.105927,8141606
10/1/2010,339.81781,339.81781,334.262848,335.226929,317.063843,3961253
10/4/2010,336.925568,338.532379,327.009216,330.406494,312.504608,4333302
10/5/2010,330.406494,336.971466,322.051056,324.713776,307.120239,5581278
10/6/2010,326.87149,329.947388,321.821533,323.290619,305.774231,3845598
10/7/2010,325.677856,331.003296,324.484222,325.815582,308.162415,3562718
10/8/2010,327.743774,330.452393,321.041077,324.025146,306.468964,2544883
10/11/2010,325.126953,326.779694,313.007019,314.797455,297.741272,6652798
10/12/2010,314.016998,317.230621,309.97702,311.30838,294.441223,5094481
10/13/2010,311.721558,320.076965,308.96701,319.158813,301.866302,8935275
10/14/2010,320.673798,323.198792,314.430176,316.817444,299.651825,3999406
10/15/2010,318.424255,319.112885,303.274323,306.35022,289.751678,6092300
10/18/2010,307.589752,307.589752,297.030701,300.473877,284.193756,7702480
10/19/2010,302.218414,308.048828,296.571625,300.427948,284.150299,5896147
10/20/2010,298.407959,302.723419,292.715271,294.964813,278.983185,5997384
10/21/2010,298.132507,310.895203,296.984802,309.517914,292.747711,5220149
10/22/2010,311.170654,313.833374,304.330231,306.166565,289.578003,3602957
10/25/2010,307.819305,313.557922,306.717499,309.609741,292.834656,4944165
10/26/2010,311.262482,312.088837,301.300232,301.897034,285.539825,2547356
10/27/2010,301.162506,302.080688,291.980713,295.607513,279.591034,4762604
10/28/2010,298.316162,308.96701,297.71933,303.595673,287.146393,12156849
10/29/2010,301.851135,304.559753,294.138428,299.004791,282.80426,3026936
11/1/2010,302.080688,308.462036,301.437958,307.865204,291.184601,3447660
11/2/2010,307.865204,308.416107,300.932953,302.310242,285.930603,3282213
11/3/2010,303.917053,306.396118,300.290222,301.529785,285.192444,2137693
11/4/2010,303.182495,304.651581,298.637512,299.463867,283.238495,3123390
11/8/2010,303.917053,307.314301,300.70343,301.208405,284.888489,5941571
11/9/2010,303.457947,308.048828,302.35614,307.176575,290.533295,6820221
11/10/2010,307.589752,317.322449,298.912964,300.290222,284.02002,11128126
11/11/2010,298.821136,300.014771,290.144379,290.833008,275.075287,7700598
11/12/2010,289.226196,290.144379,278.575317,280.549408,265.348816,15425440
11/15/2010,282.018494,286.150299,280.273956,284.313934,268.909393,10784111
11/16/2010,287.343933,293.633453,285.553467,287.803009,272.209412,9668630
11/18/2010,293.817078,301.02478,288.537567,298.362061,282.196381,10223364
11/19/2010,299.326141,313.787445,299.280243,301.575684,285.235901,17270141
11/22/2010,306.809296,312.088837,306.67157,309.380188,292.617432,6164668
11/23/2010,304.835205,305.615662,294.000702,302.218414,285.843781,8342789
11/24/2010,304.651581,309.793396,302.998871,304.651581,288.145111,6616140
11/25/2010,305.937042,311.951111,305.432037,307.589752,290.924103,8220137
11/26/2010,311.262482,311.262482,301.208405,306.487946,289.881989,6958945
11/29/2010,307.589752,313.098816,305.753387,310.987,294.137238,3505892
11/30/2010,309.426117,333.20694,308.96701,330.681946,312.765137,14092460
12/1/2010,328.248779,328.616028,316.036987,321.867432,304.428162,7158780
12/2/2010,325.035156,325.953308,316.082916,317.781525,300.563629,4605703
12/3/2010,319.985168,325.953308,315.486084,317.322449,300.129425,4294812
12/6/2010,321.224701,322.647888,315.440186,317.092896,299.912292,1971742
12/7/2010,318.561981,325.723785,317.001068,320.306519,302.951813,4200308
12/8/2010,319.526062,324.346497,316.909271,319.204712,301.909729,4632199
12/9/2010,320.444244,320.995148,308.507935,310.757477,293.920227,3553882
12/10/2010,308.737488,310.344299,298.407959,303.917053,287.450317,9062280
12/13/2010,305.248413,306.487946,295.653442,304.881134,288.362213,5354166
12/14/2010,303.917053,309.426117,300.565674,307.727478,291.054382,3758997
12/15/2010,308.048828,314.016998,306.533844,311.905182,295.005676,4610291
12/16/2010,314.476105,318.148804,312.226563,316.128815,299.000488,4922367
12/20/2010,314.016998,314.016998,306.304291,307.589752,290.924103,2666105
12/21/2010,307.589752,309.885193,302.998871,305.615662,289.056946,2532143
12/22/2010,306.67157,315.853363,306.074768,315.164734,298.088623,3736629
12/23/2010,316.450165,319.480164,312.226563,315.210632,298.132019,4403424
12/24/2010,311.262482,323.015137,311.262482,320.076965,302.734711,2110766
12/27/2010,320.444244,323.24469,313.190643,313.925171,296.916199,1380934
12/28/2010,314.889282,317.965179,313.420197,314.338379,297.307068,2049412
12/29/2010,315.853363,325.815582,315.853363,325.035156,307.424255,4080393
12/30/2010,325.953308,330.54422,322.326508,328.20285,310.420349,6219425
12/31/2010,325.448334,330.360565,323.24469,329.442413,311.592712,3062513
1/3/2011,331.370575,335.135101,325.723785,329.947388,312.070313,3223203
1/4/2011,330.773773,332.242828,324.2547,327.23877,309.508453,3763034
1/5/2011,325.953308,326.917419,319.112885,320.444244,303.082092,2899641
1/6/2011,320.58197,326.22876,320.58197,324.300598,306.729492,3165498
1/7/2011,324.851501,325.769684,307.038849,310.803375,293.963623,6661176
1/10/2011,312.180634,315.807465,307.635651,311.354279,294.484619,3012403
1/11/2011,313.098816,318.516083,306.67157,310.757477,293.920227,3641198
1/12/2011,312.318359,322.510162,308.507935,320.536072,303.168945,2092728
1/13/2011,317.873352,325.035156,316.863342,318.28653,301.04129,3497392
1/14/2011,316.863342,322.693787,313.328369,315.62381,298.522858,2429267
1/17/2011,312.63974,323.198792,311.859283,319.985168,302.647949,3647806
1/18/2011,321.454254,322.601959,315.027008,316.220642,299.08728,2167905
1/19/2011,316.771545,319.893341,313.741547,316.266541,299.130768,2911549
1/20/2011,311.262482,314.935181,310.344299,312.456085,295.526703,3782829
1/21/2011,312.134735,312.134735,303.917053,308.553833,291.835876,3161198
1/24/2011,308.691559,310.252472,305.294312,305.845215,289.273987,2874703
1/25/2011,309.104736,312.96109,305.845215,310.114746,293.312286,3795033
1/27/2011,312.180634,312.180634,297.71933,299.004791,282.80426,6321177
1/28/2011,301.070679,305.064758,296.112518,300.473877,284.193756,4020846
1/31/2011,295.791168,297.168427,285.553467,292.898895,277.029205,4669302
2/1/2011,298.407959,301.02478,284.635284,291.154358,275.37912,6326614
2/2/2011,284.635284,299.142517,279.539398,296.38797,280.329224,11513851
2/3/2011,294.230255,314.430176,294.230255,311.997009,295.092529,7300103
2/4/2011,314.935181,315.394257,303.457947,305.294312,288.753021,7104712
2/7/2011,307.589752,316.082916,304.835205,306.533844,289.925385,4683050
2/8/2011,307.589752,312.502014,304.927032,306.028839,289.447723,3586041
2/9/2011,299.69342,309.150665,298.086609,304.972931,288.449036,4278016
2/10/2011,302.998871,304.284302,287.573456,296.204346,280.155548,6776446
2/11/2011,296.296173,296.296173,288.308014,292.807068,276.942352,3109308
2/14/2011,297.030701,301.575684,289.226196,300.565674,284.280579,4227202
2/15/2011,298.867065,305.937042,296.938873,302.218414,285.843781,3072005
2/16/2011,302.080688,305.294312,298.637512,301.529785,285.192444,2756613
2/17/2011,304.835205,313.328369,298.958862,312.042908,295.135925,5398074
2/18/2011,311.262482,313.374268,301.254333,304.238403,287.754303,4951687
2/21/2011,302.723419,305.477936,300.106598,303.641602,287.189819,4177879
2/22/2011,300.473877,307.130676,296.892975,303.457947,287.016144,4889642
2/23/2011,302.080688,309.65567,299.188416,301.34613,285.018768,4672696
2/24/2011,299.326141,308.875214,295.194336,297.857056,281.718719,8525340
2/25/2011,302.998871,305.569763,297.994781,302.769318,286.364807,4546750
2/28/2011,302.998871,306.67157,298.086609,304.192505,287.710846,6302028
3/1/2011,304.00885,311.170654,295.837067,309.97702,293.181976,5345999
3/3/2011,308.048828,310.711548,300.336151,303.136597,286.71225,3452481
3/4/2011,303.503845,306.304291,297.627533,300.198425,283.933197,3559151
3/7/2011,298.407959,299.509796,292.990723,297.902985,281.762146,2517904
3/8/2011,297.122528,307.819305,296.571625,307.452026,290.793793,3408743
3/9/2011,306.99295,309.242462,303.457947,305.294312,288.753021,1753591
3/10/2011,303.962952,304.284302,300.38205,302.539764,286.147705,962663
3/11/2011,301.988861,304.376129,294.781158,296.158447,280.112122,3508386
3/14/2011,293.908905,297.489807,293.174347,295.423889,279.417419,2967861
3/15/2011,291.980713,294.689362,283.671204,288.44574,272.817322,4730453
3/16/2011,289.272095,295.928894,289.272095,294.230255,278.288452,4109381
3/17/2011,292.715271,297.39798,290.41983,291.842987,276.030518,5175866
3/18/2011,295.561615,297.306152,291.521637,292.577545,276.72525,4578211
3/21/2011,293.495728,294.872986,290.144379,290.970734,275.205536,1969126
3/22/2011,292.164368,300.519775,292.164368,299.877045,283.629272,3681025
3/23/2011,299.509796,304.422028,298.637512,303.549774,287.103027,2273858
3/24/2011,304.651581,307.038849,299.877045,305.982941,289.404297,2009060
3/25/2011,306.763397,313.098816,304.927032,311.905182,295.005676,2652019
3/28/2011,313.466095,321.362427,307.130676,319.342438,302.040039,7882097
3/29/2011,318.60788,335.089203,318.60788,331.095123,313.155853,9278611
3/30/2011,330.54422,332.059204,325.448334,329.993317,312.11377,5526960
3/31/2011,328.248779,330.085114,322.647888,328.156952,310.376892,9153257
4/1/2011,325.58606,330.819672,324.116974,326.22876,308.553192,4851691
4/4/2011,325.494232,332.380585,324.116974,329.947388,312.070313,2324599
4/5/2011,331.921478,333.574188,328.248779,330.773773,312.851929,2067078
4/6/2011,330.819672,333.436462,321.59198,324.392426,306.816406,4755816
4/7/2011,324.392426,328.937408,317.414276,327.789673,310.02951,7449896
4/8/2011,329.901489,393.347626,327.8815,332.288757,314.284821,6684253
4/11/2011,332.288757,336.328735,329.626038,332.793762,314.762543,3970210
4/13/2011,327.146942,344.316895,324.116974,337.384644,319.104675,8597172
4/15/2011,339.175079,345.235077,337.384644,341.929626,323.403381,6507422
4/18/2011,342.021454,346.199158,336.282837,338.1651,319.842804,3839961
4/19/2011,337.889648,347.071411,335.594208,345.648254,326.920502,4921986
4/20/2011,346.428711,354.875946,344.684174,349.412781,330.481049,8145685
4/21/2011,349.825958,353.039581,340.735992,345.4646,326.746826,5898405
4/25/2011,343.81189,347.989594,342.296906,344.730072,326.052094,2340592
4/26/2011,344.316895,351.524597,343.031433,350.376862,331.392883,5896538
4/27/2011,352.580505,356.436829,350.468689,353.636414,334.4758,5748527
4/28/2011,353.498657,357.951843,350.973694,355.105469,335.865356,4878099
4/29/2011,355.151398,357.171387,345.418701,348.953674,330.046844,3410579
5/2/2011,347.989594,353.452759,347.989594,352.305054,333.216644,2520051
5/3/2011,349.550507,352.213226,342.15918,343.81189,325.183624,3653400
5/4/2011,343.81189,345.602325,335.226929,339.49646,321.102051,3105481
5/5/2011,330.406494,339.221008,323.382416,328.616028,310.811096,9751696
5/6/2011,327.789673,331.967377,317.414276,322.234711,304.775543,7210113
5/9/2011,323.933319,336.83374,323.198792,335.318756,317.150665,4485665
5/10/2011,336.879639,337.476471,333.298737,336.007385,317.802063,2749662
5/11/2011,336.053284,337.797821,333.803741,336.236908,318.019073,3170944
5/12/2011,333.161011,336.604187,333.161011,335.777832,317.5849,2675432
5/13/2011,333.390564,343.582336,333.390564,337.660095,319.365173,3514173
5/16/2011,337.889648,344.270966,334.85965,340.82782,322.361267,2477286
5/17/2011,340.552368,342.893707,338.348724,340.368713,321.927063,1948490
5/18/2011,340.82782,344.316895,338.807831,341.516449,323.012604,2186595
5/19/2011,342.434631,343.260986,334.676025,335.869659,317.671783,1783926
5/20/2011,336.604187,347.43869,335.410553,343.260986,324.662567,4644827
5/23/2011,339.81781,344.684174,336.19101,338.302826,319.973083,3270047
5/24/2011,339.725983,343.169159,337.430542,340.276917,321.840179,3452688
5/25/2011,337.568268,342.021454,333.803741,339.404633,321.015198,2263971
5/26/2011,337.15509,343.12326,334.951477,337.246918,318.974365,5666798
5/27/2011,338.991455,343.628265,338.807831,342.388702,323.837555,2435876
5/30/2011,342.48053,343.306885,336.971466,341.057343,322.5784,3864363
5/31/2011,341.378723,344.77597,339.037354,343.536438,324.923126,3155831
6/1/2011,344.546448,353.177307,344.316895,350.376862,331.392883,4523627
6/2/2011,347.989594,354.325043,347.530518,349.963684,331.002106,2218535
6/3/2011,350.744141,353.131409,346.290985,347.484619,328.657349,2661588
6/6/2011,349.229156,351.295044,344.77597,348.907776,330.003418,2766854
6/7/2011,347.989594,350.606415,346.153259,346.933685,328.136292,2157529
6/8/2011,347.11734,348.265045,340.644165,346.841888,328.0495,2848149
6/9/2011,346.245056,348.678223,344.867798,345.740051,327.007324,2299785
6/10/2011,346.612335,346.979614,341.791901,343.352814,324.74942,1941224
6/13/2011,344.546448,348.494598,343.306885,346.704163,327.91922,2797947
6/14/2011,347.025513,349.366882,346.153259,348.265045,329.395508,3136038
6/15/2011,347.025513,348.356873,344.408691,345.923706,327.181061,2526064
6/16/2011,344.316895,348.724152,337.568268,339.404633,321.015198,5884309
6/17/2011,338.991455,350.698242,338.991455,349.412781,330.481049,5036199
6/20/2011,348.907776,359.880005,344.821899,357.951843,338.557495,8685073
6/21/2011,358.135468,365.802277,356.39093,359.558655,340.07724,5456766
6/22/2011,360.844086,362.68045,346.704163,350.560486,331.566559,8384171
6/23/2011,349.045502,355.426849,348.265045,350.881866,331.870544,3212841
6/24/2011,352.167328,361.991821,352.167328,359.834106,340.337799,5370615
6/27/2011,357.171387,366.261353,356.253204,363.598633,343.898315,4868300
6/28/2011,364.333191,371.816345,363.828186,367.546814,347.632599,10521672
6/29/2011,368.694519,370.898163,366.766357,368.602692,348.631226,4184735
6/30/2011,369.107697,370.760437,357.860016,362.588623,342.942993,12883282
7/1/2011,362.588623,363.598633,351.065491,352.0755,332.999512,5692508
7/4/2011,353.957764,356.528656,351.662323,352.855957,333.737701,4328906
7/5/2011,354.41684,354.784119,347.300964,350.973694,331.957428,2546542
7/6/2011,349.412781,356.987762,349.412781,352.029602,332.956085,4170564
7/7/2011,352.167328,366.261353,352.167328,365.434998,345.635223,8807368
7/8/2011,367.133606,376.361328,363.277283,365.572723,345.765442,6105968
7/11/2011,365.480896,367.179535,357.860016,359.237274,339.773224,1854466
7/12/2011,355.426849,362.404999,353.72821,355.243225,335.995636,2679565
7/13/2011,355.426849,364.792267,354.784119,362.588623,342.942993,5939929
7/14/2011,363.415009,366.444977,361.440918,364.103638,344.375977,3764910
7/15/2011,365.664551,365.894073,359.283203,360.798187,341.249603,1884960
7/18/2011,358.365021,363.139557,358.227295,360.935913,341.379913,1062840
7/19/2011,359.05365,368.189514,359.05365,365.848175,346.02597,3727723
